50  9.3193e-309  8.28905e-316  
50  9.3193e-309  1.65781e-315  
50  9.3193e-309  1.65781e-315  
50  9.3193e-309  1.65781e-315  

50  9.3193e-309  1.65781e-315  
50  9.3193e-309  1.65781e-315  
50  9.3193e-309  1.65781e-315  
50  9.3193e-309  1.65781e-315  

50  9.3193e-309  1.65781e-315  
50  9.3193e-309  1.65781e-315  
50  9.3193e-309  1.65781e-315  
50  9.3193e-309  1.65781e-315  

50  9.3193e-309  1.65781e-315  
50  9.3193e-309  1.65781e-315  
50  9.3193e-309  1.65781e-315  
50  9.3193e-309  1.65781e-315  

50  9.3193e-309  1.65781e-315  
50  9.3193e-309  1.65781e-315  
50  9.3193e-309  1.65781e-315  
50  9.3193e-309  1.65781e-315  

50  9.3193e-309  1.65781e-315  
50  9.3193e-309  1.65781e-315  
50  9.3193e-309  1.65781e-315  
50  9.3193e-309  1.65781e-315  

